,word,polyglot,afinn
1248,",",0,0.0
1249,hvor,0,0.0
1250,den,0,0.0
1251,ene,0,0.0
1252,Ælling,0,0.0
1253,seer,0,0.0
1254,ud,0,0.0
1255,!,0,0.0
1256,ham,0,0.0
1257,ville,0,0.0
1258,vi,0,0.0
1259,ikke,0,0.0
1260,taale,0,0.0
1261,!,0,0.0
1262,«,0,0.0
1263,-,0,0.0
1264,og,0,0.0
1265,strax,0,0.0
1266,fløi,0,0.0
1267,der,0,0.0
1268,en,0,0.0
1269,And,0,0.0
1270,hen,0,0.0
1271,og,0,0.0
1272,bed,0,0.0
1273,den,0,0.0
1274,i,0,0.0
1275,Nakken,0,0.0
1276,.,0,0.0
1277,»,0,0.0
1278,Lad,0,0.0
1279,ham,0,0.0
1280,være,0,0.0
1281,!,0,0.0
1282,«,0,0.0
1283,sagde,0,0.0
1284,Moderen,0,0.0
1285,",",0,0.0
1286,»,0,0.0
1287,han,0,0.0
1288,gjør,0,0.0
1289,jo,0,0.0
1290,Ingen,0,0.0
1291,noget,0,0.0
1292,!,0,0.0
1293,«,0,0.0
1294,»,0,0.0
1295,Ja,0,1.0
1296,",",0,0.0
1297,men,0,0.0
1298,han,0,0.0
1299,er,0,0.0
1300,for,0,0.0
1301,stor,1,0.0
1302,og,0,0.0
1303,for,0,0.0
1304,aparte,1,0.0
1305,!,0,0.0
1306,«,0,0.0
1307,sagde,0,0.0
1308,Anden,0,0.0
1309,",",0,0.0
1310,som,1,0.0
1311,bed,0,0.0
1312,",",0,0.0
1313,»,0,0.0
1314,og,0,0.0
1315,saa,0,0.0
1316,skal,0,0.0
1317,han,0,0.0
1318,nøfles,0,0.0
1319,!,0,0.0
1320,«,0,0.0
1321,»,0,0.0
1322,Det,0,0.0
1323,er,0,0.0
1324,kjønne,0,0.0
1325,Børn,0,0.0
1326,",",0,0.0
1327,Moder,0,0.0
1328,har,0,0.0
1329,!,0,0.0
1330,«,0,0.0
1331,sagde,0,0.0
1332,den,0,0.0
1333,gamle,0,0.0
1334,And,0,0.0
1335,med,0,0.0
1336,Kluden,0,0.0
1337,om,0,0.0
1338,Benet,0,0.0
1339,",",0,0.0
1340,»,0,0.0
1341,Allesammen,0,0.0
1342,kjønne,0,0.0
1343,",",0,0.0
1344,paa,0,0.0
1345,den,0,0.0
1346,ene,0,0.0
1347,nær,0,0.0
1348,",",0,0.0
1349,den,0,0.0
1350,er,0,0.0
1351,ikke,0,0.0
1352,lykkedes,1,3.0
1353,!,0,0.0
1354,jeg,0,0.0
1355,vilde,-1,0.0
1356,ønske,0,2.0
1357,",",0,0.0
1358,hun,0,0.0
1359,kunde,0,0.0
1360,gjøre,0,0.0
1361,den,0,0.0
1362,om,0,0.0
1363,igjen,0,0.0
1364,!,0,0.0
1365,«,0,0.0
1366,»,0,0.0
1367,Det,0,0.0
1368,gaaer,0,0.0
1369,ikke,0,0.0
1370,",",0,0.0
1371,Deres,0,0.0
1372,Naade,0,0.0
1373,!,0,0.0
1374,«,0,0.0
1375,sagde,0,0.0
1376,Ællingemoderen,0,0.0
1377,",",0,0.0
1378,»,0,0.0
1379,han,0,0.0
1380,er,0,0.0
1381,ikke,0,0.0
1382,kjøn,0,0.0
1383,",",0,0.0
1384,men,0,0.0
1385,han,0,0.0
1386,er,0,0.0
1387,et,0,0.0
1388,inderligt,1,2.0
1389,godt,1,3.0
1390,Gemyt,0,0.0
1391,",",0,0.0
1392,og,0,0.0
1393,svømmer,0,0.0
1394,saa,0,0.0
1395,deiligt,0,0.0
1396,",",0,0.0
1397,som,1,0.0
1398,nogen,0,0.0
1399,af,0,0.0
1400,de,0,0.0
1401,andre,0,0.0
1402,",",0,0.0
1403,ja,0,1.0
1404,",",0,0.0
1405,jeg,0,0.0
1406,tør,0,0.0
1407,sige,0,0.0
1408,lidt,-1,0.0
1409,til,0,0.0
1410,!,0,0.0
1411,jeg,0,0.0
1412,tænker,0,0.0
1413,han,0,0.0
1414,voxer,0,0.0
1415,sig,0,0.0
1416,kjøn,0,0.0
1417,",",0,0.0
1418,eller,0,0.0
1419,han,0,0.0
1420,med,0,0.0
1421,Tiden,0,0.0
1422,bliver,0,0.0
1423,noget,0,0.0
1424,mindre,0,0.0
1425,!,0,0.0
1426,han,0,0.0
1427,har,0,0.0
1428,ligget,0,0.0
1429,for,0,0.0
1430,længe,0,0.0
1431,i,0,0.0
1432,Ægget,0,0.0
1433,",",0,0.0
1434,og,0,0.0
1435,derfor,0,0.0
1436,har,0,0.0
1437,han,0,0.0
1438,ikke,0,0.0
1439,faaet,0,0.0
1440,den,0,0.0
1441,rette,1,0.0
1442,Skikkelse,0,0.0
1443,!,0,0.0
1444,«,0,0.0
1445,og,0,0.0
1446,saa,0,0.0
1447,pillede,0,0.0
1448,hun,0,0.0
1449,ham,0,0.0
1450,i,0,0.0
1451,Nakken,0,0.0
1452,og,0,0.0
1453,glattede,0,0.0
1454,paa,0,0.0
1455,Personen,0,0.0
1456,.,0,0.0
1457,»,0,0.0
1458,Han,0,0.0
1459,er,0,0.0
1460,desuden,0,0.0
1461,en,0,0.0
1462,Andrik,0,0.0
1463,",",0,0.0
1464,«,0,0.0
1465,sagde,0,0.0
1466,hun,0,0.0
1467,",",0,0.0
1468,»,0,0.0
1469,og,0,0.0
1470,saa,0,0.0
1471,gjør,0,0.0
1472,det,0,0.0
1473,ikke,0,0.0
1474,saa,0,0.0
1475,meget,0,0.0
1476,!,0,0.0
1477,jeg,0,0.0
1478,troer,0,0.0
1479,han,0,0.0
1480,faaer,0,0.0
1481,gode,1,0.0
1482,Kræfter,0,0.0
1483,",",0,0.0
1484,han,0,0.0
1485,staaer,0,0.0
1486,sig,0,0.0
1487,nok,1,0.0
1488,igjennem,0,0.0
1489,!,0,0.0
1490,«,0,0.0
1491,»,0,0.0
1492,De,0,0.0
1493,andre,0,0.0
1494,Ællinger,0,0.0
1495,ere,0,0.0
1496,nydelige,0,0.0
1497,!,0,0.0
1498,«,0,0.0
1499,sagde,0,0.0
1500,den,0,0.0
1501,Gamle,0,0.0
1502,",",0,0.0
1503,»,0,0.0
1504,lad,0,0.0
1505,nu,0,0.0
1506,",",0,0.0
1507,som,1,0.0
1508,I,0,0.0
1509,var,0,0.0
1510,hjemme,0,0.0
1511,",",0,0.0
1512,og,0,0.0
1513,finder,0,0.0
1514,I,0,0.0
1515,et,0,0.0
1516,Aalehoved,0,0.0
1517,",",0,0.0
1518,saa,0,0.0
1519,kan,0,0.0
1520,I,0,0.0
1521,bringe,0,0.0
1522,mig,0,0.0
1523,det,0,0.0
1524,!,0,0.0
1525,«,0,0.0
1526,-,0,0.0
1527,11,0,0.0
1528,see,0,0.0
1529,],0,0.0
1530,seer,0,0.0
1531,B,0,0.0
1532,.,0,0.0
1533,24,0,0.0
1534,for,0,0.0
1535,aparte,1,0.0
1536,],0,0.0
1537,aparte,1,0.0
1538,A3,0,0.0
1539,.,0,0.0
1540,Og,0,0.0
1541,saa,0,0.0
1542,vare,0,0.0
1543,de,0,0.0
1544,",",0,0.0
1545,som,1,0.0
1546,hjemme.Men,0,0.0
1547,den,0,0.0
1548,stakkels,-1,0.0
1549,Ælling,0,0.0
1550,",",0,0.0
1551,som,1,0.0
1552,sidst,0,0.0
1553,var,0,0.0
1554,kommen,0,0.0
1555,ud,0,0.0
1556,af,0,0.0
1557,Ægget,0,0.0
1558,",",0,0.0
1559,og,0,0.0
1560,saae,0,0.0
1561,saa,0,0.0
1562,fæl,0,0.0
1563,ud,0,0.0
1564,",",0,0.0
1565,blev,0,0.0
1566,bidt,0,0.0
1567,",",0,0.0
1568,puffet,0,0.0
1569,og,0,0.0
1570,gjort,0,0.0
1571,Nar,0,0.0
1572,af,0,0.0
1573,",",0,0.0
1574,og,0,0.0
1575,det,0,0.0
1576,baade,0,0.0
1577,af,0,0.0
1578,Ænderne,0,0.0
1579,og,0,0.0
1580,Hønsene,0,0.0
1581,.,0,0.0
1582,»,0,0.0
1583,Han,0,0.0
1584,er,0,0.0
1585,for,0,0.0
1586,stor,1,0.0
1587,!,0,0.0
1588,«,0,0.0
1589,sagde,0,0.0
1590,de,0,0.0
1591,Allesammen,0,0.0
1592,",",0,0.0
1593,og,0,0.0
1594,den,0,0.0
1595,kalkunske,0,0.0
1596,Hane,0,0.0
1597,",",0,0.0
1598,der,0,0.0
1599,var,0,0.0
1600,født,0,0.0
1601,med,0,0.0
1602,Sporer,0,0.0
1603,og,0,0.0
1604,troede,0,0.0
1605,derfor,0,0.0
1606,",",0,0.0
1607,at,0,0.0
1608,han,0,0.0
1609,var,0,0.0
1610,en,0,0.0
1611,Keiser,0,0.0
1612,",",0,0.0
1613,pustede,0,0.0
1614,sig,0,0.0
1615,op,0,0.0
1616,som,1,0.0
1617,et,0,0.0
1618,Fartøi,0,0.0
1619,for,0,0.0
1620,fulde,0,0.0
1621,Seil,0,0.0
1622,",",0,0.0
1623,gik,0,0.0
1624,lige,0,0.0
1625,ind,0,0.0
1626,paa,0,0.0
1627,ham,0,0.0
1628,og,0,0.0
1629,saa,0,0.0
1630,pludrede,0,0.0
1631,den,0,0.0
1632,og,0,0.0
1633,blev,0,0.0
1634,ganske,0,0.0
1635,rød,0,0.0
1636,i,0,0.0
1637,Hovedet,0,0.0
1638,.,0,0.0
1639,Den,0,0.0
1640,stakkels,-1,0.0
1641,Ælling,0,0.0
1642,vidste,0,0.0
1643,hverken,0,0.0
1644,",",0,0.0
1645,hvor,0,0.0
1646,den,0,0.0
1647,turde,1,2.0
1648,staae,0,0.0
1649,eller,0,0.0
1650,gaae,0,0.0
1651,",",0,0.0
1652,den,0,0.0
1653,var,0,0.0
1654,saa,0,0.0
1655,bedrøvet,0,-2.0
1656,",",0,0.0
1657,fordi,0,0.0
1658,den,0,0.0
1659,saae,0,0.0
1660,saa,0,0.0
1661,styg,0,0.0
1662,ud,0,0.0
1663,og,0,0.0
1664,var,0,0.0
1665,til,0,0.0
1666,Spot,0,0.0
1667,for,0,0.0
1668,hele,0,0.0
1669,Andegaarden.Saaledes,0,0.0
1670,gik,0,0.0
1671,det,0,0.0
1672,den,0,0.0
1673,første,0,0.0
1674,Dag,0,0.0
1675,",",0,0.0
1676,og,0,0.0
1677,siden,0,0.0
1678,blev,0,0.0
1679,det,0,0.0
1680,værre,-1,-3.0
1681,og,0,0.0
1682,værre,-1,-3.0
1683,.,0,0.0
1684,Den,0,0.0
1685,stakkels,-1,0.0
1686,Ælling,0,0.0
1687,blev,0,0.0
1688,jaget,0,0.0
1689,af,0,0.0
1690,dem,0,0.0
1691,Allesammen,0,0.0
1692,",",0,0.0
1693,selv,0,0.0
1694,hans,0,0.0
1695,Sødskende,0,0.0
1696,var,0,0.0
1697,saa,0,0.0
1698,onde,0,-3.0
1699,imod,0,-1.0
1700,ham,0,0.0
1701,",",0,0.0
1702,og,0,0.0
1703,de,0,0.0
1704,sagde,0,0.0
1705,altid,0,0.0
1706,:,0,0.0
1707,»,0,0.0
1708,bare,0,0.0
1709,Katten,0,0.0
1710,vilde,-1,0.0
1711,tage,-1,0.0
1712,Dig,0,0.0
1713,",",0,0.0
1714,dit,0,0.0
1715,fæle,0,0.0
1716,Spektakel,0,0.0
1717,!,0,0.0
1718,«,0,0.0
1719,og,0,0.0
1720,Moderen,0,0.0
1721,sagde,0,0.0
1722,:,0,0.0
1723,»,0,0.0
1724,gid,0,0.0
1725,Du,0,0.0
1726,bare,0,0.0
1727,var,0,0.0
1728,langt,0,0.0
1729,borte,0,0.0
1730,!,0,0.0
1731,«,0,0.0
1732,og,0,0.0
1733,Ænderne,0,0.0
1734,beed,0,0.0
1735,ham,0,0.0
1736,",",0,0.0
1737,og,0,0.0
1738,Hønsene,0,0.0
1739,huggede,0,0.0
1740,ham,0,0.0
1741,",",0,0.0
1742,og,0,0.0
1743,Pigen,0,0.0
1744,",",0,0.0
1745,som,1,0.0
1746,skulde,0,0.0
1747,give,0,0.0
1748,Dyrene,0,0.0
1749,Æde,0,0.0
1750,",",0,0.0
1751,sparkede,0,0.0
1752,til,0,0.0
1753,ham,0,0.0
1754,med,0,0.0
1755,Foden.Da,0,0.0
1756,løb,0,0.0
1757,og,0,0.0
1758,fløi,0,0.0
1759,han,0,0.0
1760,henover,0,0.0
1761,Hegnet,0,0.0
1762,;,0,0.0
1763,de,0,0.0
1764,smaa,0,0.0
1765,Fugle,0,0.0
1766,i,0,0.0
1767,Buskene,0,0.0
1768,foer,0,0.0
1769,forskrækket,0,-2.0
1770,i,0,0.0
1771,Veiret,0,0.0
1772,",",0,0.0
1773,»,0,0.0
1774,det,0,0.0
1775,er,0,0.0
1776,fordi,0,0.0
1777,jeg,0,0.0
1778,er,0,0.0
1779,saa,0,0.0
1780,styg,0,0.0
1781,",",0,0.0
1782,«,0,0.0
1783,tænkte,0,0.0
1784,Ællingen,0,0.0
1785,og,0,0.0
1786,lukkede,0,0.0
1787,Øinene,0,0.0
1788,",",0,0.0
1789,men,0,0.0
1790,løb,0,0.0
1791,alligevel,0,0.0
1792,afsted,0,0.0
1793,;,0,0.0
1794,saa,0,0.0
1795,kom,0,0.0
1796,den,0,0.0
1797,ud,0,0.0
1798,i,0,0.0
1799,den,0,0.0
1800,store,1,0.0
1801,Mose,0,0.0
1802,",",0,0.0
1803,hvor,0,0.0
1804,Vildænderne,0,0.0
1805,boede,0,0.0
1806,.,0,0.0
1807,Her,0,0.0
1808,laae,0,0.0
1809,den,0,0.0
1810,hele,0,0.0
1811,Natten,0,0.0
1812,",",0,0.0
1813,den,0,0.0
1814,var,0,0.0
1815,saa,0,0.0
1816,træt,-1,-2.0
1817,og,0,0.0
1818,sorrigfuld.Om,0,0.0
1819,Morgenen,0,0.0
1820,fløi,0,0.0
1821,Vildænderne,0,0.0
1822,op,0,0.0
1823,",",0,0.0
1824,og,0,0.0
1825,de,0,0.0
1826,saae,0,0.0
1827,paa,0,0.0
1828,den,0,0.0
1829,nye,0,0.0
1830,Kamerat,0,0.0
1831,",",0,0.0
1832,»,0,0.0
1833,hvad,0,0.0
1834,er,0,0.0
1835,Du,0,0.0
1836,for,0,0.0
1837,een,0,0.0
1838,?,0,0.0
1839,«,0,0.0
1840,spurgte,0,0.0
1841,de,0,0.0
1842,",",0,0.0
1843,og,0,0.0
1844,Ællingen,0,0.0
1845,dreiede,0,0.0
1846,sig,0,0.0
1847,til,0,0.0
1848,alle,0,0.0
1849,Sider,0,0.0
1850,",",0,0.0
1851,og,0,0.0
1852,hilsede,0,0.0
1853,saa,0,0.0
1854,godt,1,3.0
1855,den,0,0.0
1856,kunde,0,0.0
1857,.,0,0.0
1858,»,0,0.0
1859,Du,0,0.0
1860,er,0,0.0
1861,inderlig,0,2.0
1862,styg,0,0.0
1863,!,0,0.0
1864,«,0,0.0
1865,sagde,0,0.0
1866,Vildænderne,0,0.0
1867,",",0,0.0
1868,»,0,0.0
1869,men,0,0.0
1870,det,0,0.0
1871,kan,0,0.0
1872,da,-1,0.0
1873,være,0,0.0
1874,os,0,0.0
1875,det,0,0.0
1876,samme,0,0.0
1877,",",0,0.0
1878,naar,0,0.0
1879,Du,0,0.0
1880,ikke,0,0.0
1881,gifter,0,0.0
1882,Dig,0,0.0
1883,ind,0,0.0
1884,i,0,0.0
1885,vor,0,0.0
1886,Familie,0,0.0
1887,!,0,0.0
1888,«,0,0.0
1889,-,0,0.0
1890,Den,0,0.0
1891,Stakkel,0,0.0
1892,!,0,0.0
1893,han,0,0.0
1894,tænkte,0,0.0
1895,rigtignok,0,0.0
1896,ikke,0,0.0
1897,paa,0,0.0
1898,at,0,0.0
1899,gifte,0,0.0
1900,sig,0,0.0
1901,",",0,0.0
1902,turde,1,2.0
1903,han,0,0.0
1904,bare,0,0.0
1905,have,0,0.0
1906,Lov,0,0.0
1907,at,0,0.0
1908,ligge,-1,0.0
1909,i,0,0.0
1910,Sivene,0,0.0
1911,og,0,0.0
1912,drikke,0,0.0
1913,lidt,-1,0.0
1914,Mosevand.Der,0,0.0
1915,laae,0,0.0
1916,han,0,0.0
1917,i,0,0.0
1918,hele,0,0.0
1919,to,0,0.0
1920,Dage,0,0.0
1921,",",0,0.0
1922,saa,0,0.0
1923,kom,0,0.0
1924,der,0,0.0
1925,to,0,0.0
1926,Vildgjæs,0,0.0
1927,eller,0,0.0
1928,rettere,0,0.0
1929,Vildgasser,0,0.0
1930,",",0,0.0
1931,for,0,0.0
1932,de,0,0.0
1933,vare,0,0.0
1934,to,0,0.0
1935,Hanner,0,0.0
1936,;,0,0.0
1937,det,0,0.0
1938,var,0,0.0
1939,ikke,0,0.0
1940,mange,0,0.0
1941,Tider,0,0.0
1942,siden,0,0.0
1943,de,0,0.0
1944,vare,0,0.0
1945,komne,0,0.0
1946,ud,0,0.0
1947,af,0,0.0
1948,Ægget,0,0.0
1949,",",0,0.0
1950,og,0,0.0
1951,derfor,0,0.0
1952,vare,0,0.0
1953,de,0,0.0
1954,saa,0,0.0
1955,raske,0,0.0
1956,paa,0,0.0
1957,det,0,0.0
1958,.,0,0.0
1959,»,0,0.0
1960,Hør,0,0.0
1961,Kammerat,0,0.0
1962,!,0,0.0
1963,«,0,0.0
1964,sagde,0,0.0
1965,de,0,0.0
1966,",",0,0.0
1967,»,0,0.0
1968,Du,0,0.0
1969,er,0,0.0
1970,saa,0,0.0
1971,styg,0,0.0
1972,at,0,0.0
1973,jeg,0,0.0
1974,kan,0,0.0
1975,godt,1,3.0
1976,lide,0,1.0
1977,Dig,0,0.0
1978,!,0,0.0
1979,vil,0,0.0
1980,Du,0,0.0
1981,drive,1,0.0
1982,med,0,0.0
1983,og,0,0.0
1984,være,0,0.0
1985,Trækfugl,0,0.0
1986,!,0,0.0
1987,tæt,0,0.0
1988,herved,0,0.0
1989,i,0,0.0
1990,en,0,0.0
1991,anden,0,0.0
1992,Mose,0,0.0
1993,er,0,0.0
1994,der,0,0.0
1995,nogle,0,0.0
1996,søde,1,2.0
1997,velsignede,0,0.0
1998,Vildgjæs,0,0.0
1999,",",0,0.0
2000,allesammen,0,0.0
2001,Frøkener,0,0.0
2002,",",0,0.0
2003,der,0,0.0
2004,kunne,0,0.0
2005,sige,0,0.0
2006,:,0,0.0
2007,rap,-1,0.0
2008,!,0,0.0
2009,Du,0,0.0
2010,er,0,0.0
2011,istand,0,0.0
2012,til,0,0.0
2013,at,0,0.0
2014,gjøre,0,0.0
2015,din,-1,0.0
2016,Lykke,0,3.0
2017,",",0,0.0
2018,saa,0,0.0
2019,styg,0,0.0
2020,er,0,0.0
2021,Du,0,0.0
2022,!,0,0.0
2023,«,0,0.0
2024,-,0,0.0
2025,-,0,0.0
2026,»,0,0.0
2027,Pif,0,0.0
2028,!,0,0.0
2029,paf,0,0.0
2030,!,0,0.0
2031,«,0,0.0
2032,lød,0,0.0
2033,i,0,0.0
2034,det,0,0.0
2035,samme,0,0.0
2036,ovenover,0,0.0
2037,",",0,0.0
2038,og,0,0.0
2039,begge,0,0.0
2040,Vildgasserne,0,0.0
2041,faldt,-1,0.0
2042,døde,-1,-3.0
2043,ned,0,0.0
2044,i,0,0.0
2045,Sivene,0,0.0
2046,",",0,0.0
2047,og,0,0.0
2048,Vandet,0,0.0
2049,blev,0,0.0
2050,blodrødt,0,0.0
2051,;,0,0.0
2052,pif,0,0.0
2053,!,0,0.0
2054,paf,0,0.0
2055,!,0,0.0
2056,lød2,0,0.0
2057,kommen,0,0.0
2058,],0,0.0
2059,kommet,0,0.0
2060,B,0,0.0
2061,-,0,0.0
2062,C,0,0.0
2063,",",0,0.0
2064,kommen,0,0.0
2065,D,0,0.0
2066,.,0,0.0
2067,6,0,0.0
2068,en,0,0.0
2069,Keiser,0,0.0
2070,],0,0.0
2071,Keiser,0,0.0
2072,A2,0,0.0
2073,.,0,0.0
2074,13,0,0.0
2075,var,0,0.0
2076,],0,0.0
2077,vare,0,0.0
2078,A2,0,0.0
2079,.,0,0.0
2080,25,0,0.0
2081,hilsede,0,0.0
2082,],0,0.0
2083,hilste,0,2.0
2084,B,0,0.0
2085,.,0,0.0
2086,34,0,0.0
2087,kan,0,0.0
2088,godt,1,3.0
2089,],0,0.0
2090,godt,1,3.0
2091,kan,0,0.0
2092,A2,0,0.0
2093,.,0,0.0
2094,39,0,0.0
2095,»,0,0.0
2096,Pif,0,0.0
2097,],0,0.0
2098,»,0,0.0
2099,mgl,0,0.0
2100,.,0,0.0
2101,A.det,0,0.0
2102,igjen,0,0.0
2103,",",0,0.0
2104,og,0,0.0
2105,hele,0,0.0
2106,Skarer,0,0.0
2107,af,0,0.0
2108,Vildgjæs,0,0.0
2109,fløi,0,0.0
2110,op,0,0.0
2111,af,0,0.0
2112,Sivene,0,0.0
2113,",",0,0.0
2114,og,0,0.0
2115,saa,0,0.0
2116,knaldede,0,0.0
2117,det,0,0.0
2118,igjen,0,0.0
2119,.,0,0.0
2120,Der,0,0.0
2121,var,0,0.0
2122,stor,1,0.0
2123,Jagt,0,0.0
2124,",",0,0.0
2125,Jægerne,0,0.0
2126,laae,0,0.0
2127,rundtom,0,0.0
2128,Mosen,0,0.0
2129,",",0,0.0
2130,ja,0,1.0
2131,nogle,0,0.0
2132,sad,-1,0.0
2133,oppe,0,0.0
2134,i,0,0.0
2135,Trægrenene,0,0.0
2136,",",0,0.0
2137,der,0,0.0
2138,strakte,0,0.0
2139,sig,0,0.0
2140,langt,0,0.0
2141,ud,0,0.0
2142,over,0,0.0
2143,Sivene,0,0.0
2144,;,0,0.0
2145,den,0,0.0
2146,blaae,0,0.0
2147,Røg,0,0.0
2148,gik,0,0.0
2149,ligesom,1,0.0
2150,Skyer,0,0.0
2151,ind,0,0.0
2152,imellem,0,0.0
2153,de,0,0.0
2154,mørke,-1,-1.0
2155,Træer,0,0.0
2156,og,0,0.0
2157,hang,-1,0.0
2158,langt,0,0.0
2159,hen,0,0.0
2160,over,0,0.0
2161,Vandet,0,0.0
2162,;,0,0.0
2163,i,0,0.0
2164,Mudderet,0,0.0
2165,kom,0,0.0
2166,Jagthundene,0,0.0
2167,",",0,0.0
2168,klask,0,0.0
2169,klask,0,0.0
2170,;,0,0.0
2171,Siv,0,0.0
2172,og,0,0.0
2173,Rør,0,0.0
2174,svaiede,0,0.0
2175,til,0,0.0
2176,alle,0,0.0
2177,Sider,0,0.0
2178,;,0,0.0
2179,det,0,0.0
2180,var,0,0.0
2181,en,0,0.0
2182,Forskrækkelse,0,-2.0
2183,for,0,0.0
2184,den,0,0.0
2185,stakkels,-1,0.0
2186,Ælling,0,0.0
2187,",",0,0.0
2188,den,0,0.0
2189,dreiede,0,0.0
2190,Hovedet,0,0.0
2191,om,0,0.0
2192,for,0,0.0
2193,at,0,0.0
2194,faae,0,0.0
2195,det,0,0.0
2196,under,1,0.0
2197,Vingen,0,0.0
2198,",",0,0.0
2199,og,0,0.0
2200,lige,0,0.0
2201,i,0,0.0
2202,det,0,0.0
2203,samme,0,0.0
2204,stod,0,0.0
2205,tæt,0,0.0
2206,ved,0,0.0
2207,den,0,0.0
2208,en,0,0.0
2209,frygtelig,-1,-3.0
2210,stor,1,0.0
2211,Hund,0,0.0
2212,",",0,0.0
2213,Tungen,0,0.0
2214,hang,-1,0.0
2215,ham,0,0.0
2216,langt,0,0.0
2217,ud,0,0.0
2218,af,0,0.0
2219,Halsen,0,0.0
2220,",",0,0.0
2221,og,0,0.0
2222,Øinene,0,0.0
2223,skinnede,0,0.0
2224,grueligt,0,0.0
2225,fælt,0,0.0
2226,;,0,0.0
2227,han,0,0.0
2228,satte,0,0.0
2229,sit,0,0.0
2230,Gab,0,0.0
2231,lige,0,0.0
2232,ned,0,0.0
2233,imod,0,-1.0
2234,Ællingen,0,0.0
2235,",",0,0.0
2236,viste,0,0.0
2237,de,0,0.0
2238,skarpe,0,0.0
2239,Tænder,0,0.0
2240,-,0,0.0
2241,-,0,0.0
2242,og,0,0.0
2243,pladsk,0,0.0
2244,!,0,0.0
2245,pladsk,0,0.0
2246,!,0,0.0
2247,gik,0,0.0
2248,han,0,0.0
2249,igjen,0,0.0
2250,uden,0,0.0
2251,at,0,0.0
2252,tage,-1,0.0
2253,den,0,0.0
2254,.,0,0.0
2255,»,0,0.0
2256,O,0,0.0
2257,Gud,0,0.0
2258,skee,0,0.0
2259,Lov,0,0.0
2260,!,0,0.0
2261,«,0,0.0
2262,sukkede,0,-2.0
2263,Ællingen,0,0.0
2264,",",0,0.0
2265,»,0,0.0
2266,jeg,0,0.0
2267,er,0,0.0
2268,saa,0,0.0
2269,styg,0,0.0
2270,",",0,0.0
2271,at,0,0.0
2272,selv,0,0.0
2273,Hunden,0,0.0
2274,ikke,0,0.0
2275,gider,-1,-2.0
2276,bide,0,0.0
2277,mig,0,0.0
2278,!,0,0.0
2279,«,0,0.0
2280,Og,0,0.0
2281,saa,0,0.0
2282,laae,0,0.0
2283,den,0,0.0
2284,ganske,0,0.0
2285,stille,1,0.0
2286,",",0,0.0
2287,mens,0,0.0
2288,Haglene,0,0.0
2289,susede,0,0.0
2290,i,0,0.0
2291,Sivene,0,0.0
2292,",",0,0.0
2293,og,0,0.0
2294,det,0,0.0
2295,knaldede,0,0.0
2296,Skud,0,0.0
2297,paa,0,0.0
2298,Skud.Først,0,0.0
2299,langt,0,0.0
2300,ud,0,0.0
2301,paa,0,0.0
2302,Dagen,0,0.0
2303,blev,0,0.0
2304,der,0,0.0
2305,stille,1,0.0
2306,",",0,0.0
2307,men,0,0.0
2308,den,0,0.0
2309,stakkels,-1,0.0
2310,Unge,0,0.0
2311,turde,1,2.0
2312,endnu,0,0.0
2313,ikke,0,0.0
2314,reise,0,0.0
2315,sig,0,0.0
2316,",",0,0.0
2317,den,0,0.0
2318,ventede,0,-1.0
2319,flere,0,0.0
2320,Timer,0,0.0
2321,endnu,0,0.0
2322,",",0,0.0
2323,før,0,0.0
2324,den,0,0.0
2325,saae,0,0.0
2326,sig,0,0.0
2327,om,0,0.0
2328,",",0,0.0
2329,og,0,0.0
2330,saa,0,0.0
2331,skyndte,0,0.0
2332,den,0,0.0
2333,sig,0,0.0
2334,afsted,0,0.0
2335,fra,0,0.0
2336,Mosen,0,0.0
2337,",",0,0.0
2338,alt,0,0.0
2339,hvad,0,0.0
2340,den,0,0.0
2341,kunde,0,0.0
2342,;,0,0.0
2343,den,0,0.0
2344,løb,0,0.0
2345,over,0,0.0
2346,Mark,0,0.0
2347,og,0,0.0
2348,over,0,0.0
2349,Eng,0,0.0
2350,",",0,0.0
2351,det,0,0.0
2352,var,0,0.0
2353,en,0,0.0
2354,Blæst,0,0.0
2355,",",0,0.0
2356,saa,0,0.0
2357,at,0,0.0
2358,den,0,0.0
2359,havde,0,0.0
2360,haardt,0,0.0
2361,ved,0,0.0
2362,at,0,0.0
2363,komme,0,0.0
2364,afsted.Mod,0,0.0
2365,Aften,0,0.0
2366,naaede,0,0.0
2367,den,0,0.0
2368,et,0,0.0
2369,fattigt,0,-2.0
2370,lille,0,0.0
2371,Bondehuus,0,0.0
2372,;,0,0.0
2373,det,0,0.0
2374,var,0,0.0
2375,saa,0,0.0
2376,elendigt,0,-3.0
2377,",",0,0.0
2378,at,0,0.0
2379,det,0,0.0
2380,ikke,0,0.0
2381,selv,0,0.0
2382,vidste,0,0.0
2383,til,0,0.0
2384,hvad,0,0.0
2385,Side,0,0.0
2386,det,0,0.0
2387,vilde,-1,0.0
2388,falde,-1,0.0
2389,",",0,0.0
2390,og,0,0.0
2391,saa,0,0.0
2392,blev,0,0.0
2393,det,0,0.0
2394,staaende,0,0.0
2395,.,0,0.0
2396,Blæsten,0,0.0
2397,susede,0,0.0
2398,saaledes,0,0.0
2399,om,0,0.0
2400,Ællingen,0,0.0
2401,",",0,0.0
2402,at,0,0.0
2403,han,0,0.0
2404,maatte,0,0.0
2405,sætte,0,0.0
